SPN ID,Project Folder,Sub folder,N in Group,N in condition,Group,Nick name,Paper,Paper 2022,Lead Researcher,Journal,Year,Regular,Less regular comparision,Original electrode cluster,Original Time window,Notes,Cluster 1,Cluster 2,Cluster 3,,ATT,W,W explantions,Original,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 1,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 2,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Cluster 3,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Left,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Right,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Early,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,Late,Project,SPN ID,M,SD,D,N,pSPN,t,p,S.E.M,95% CI,minus,plus,,,SPN ID,Electrodes,Epoch,N particpants,N trials in design,N trials recorded,p included,Max ,Min,M components removed,Max,Min,,p included No ICA,Max,Min,,,,Project,Expeirment,Group,,,,,,,,,,,,,
149,22,N/A,,22,52,Anti symmetry variable density,File Drawer,File Drawer,Makin ,,unpublished,AS80,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.500000,Assume AS = S,AS,22,149,-0.357495325,1.383633319,-0.258374325,22,0.590909091,-1.211883005,0.239017058,0.294991615,0.613468646,-0.970963971,0.255973322,AS,22,149,-0.342002382,1.253403955,-0.272858866,22,0.545454545,-1.279821525,0.214566643,0.267226621,0.555728181,-0.897730563,0.213725799,AS,22,149,-0.357495325,1.383633319,-0.258374325,22,0.590909091,-1.211883005,0.239017058,0.294991615,0.613468646,-0.970963971,0.255973322,AS,22,149,-0.146850606,0.775063051,-0.189469239,22,0.5,-0.888689502,0.384236711,0.165243998,0.343643705,-0.490494311,0.196793099,AS,22,149,-0.137473834,1.011574055,-0.135900909,22,0.636363636,-0.637431765,0.530732683,0.215668313,0.44850681,-0.585980644,0.311032976,AS,22,149,-0.546530691,1.763584835,-0.30989759,22,0.5,-1.453548541,0.160853495,0.37599755,0.781929711,-1.328460402,0.235399021,AS,22,149,-0.139241795,1.20349909,-0.115697466,22,0.409090909,-0.542669218,0.593070852,0.256586868,0.533601603,-0.672843399,0.394359808,AS,22,149,-0.358495147,1.599158817,-0.224177326,22,0.636363636,-1.051484861,0.304985817,0.340941805,0.709027299,-1.067522445,0.350532152,,,149,PO7 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,22,N/A,,22,52,Anti symmetry variable density,File Drawer,File Drawer,Makin ,,unpublished,S80,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.500000,,S,22,150,-0.789056264,1.548625513,-0.509520383,22,0.727272727,-2.389862433,0.026309724,0.330168069,0.686622087,-1.475678351,-0.102434177,S,22,150,-0.922533343,1.413549321,-0.652636119,22,0.727272727,-3.061134737,0.005930196,0.301369728,0.626732658,-1.549266001,-0.295800684,S,22,150,-0.789056264,1.548625513,-0.509520383,22,0.727272727,-2.389862433,0.026309724,0.330168069,0.686622087,-1.475678351,-0.102434177,S,22,150,-0.532812828,0.79320745,-0.671719395,22,0.863636364,-3.150643237,0.004824761,0.169112397,0.351688481,-0.884501309,-0.181124347,S,22,150,-0.627763415,1.313376342,-0.477976795,22,0.727272727,-2.241909894,0.035894576,0.280012777,0.582318448,-1.210081863,-0.045444967,S,22,150,-1.217303697,1.798011932,-0.677027597,22,0.772727273,-3.175540911,0.004554599,0.383337432,0.79719383,-2.014497528,-0.420109867,S,22,150,-0.760574325,1.329461893,-0.572091858,22,0.727272727,-2.683348668,0.013913705,0.283442228,0.589450381,-1.350024706,-0.171123943,S,22,150,-0.82891642,1.756745616,-0.471847723,22,0.681818182,-2.213161998,0.038093101,0.374539424,0.778897371,-1.607813791,-0.050019048,,,150,PO7 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,23,N/A,22,22,53,AS checkerboards,File Drawer,File Drawer,Makin ,,unpublished,AS BW,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.500000,Assume AS = S,AS,23,151,0.289425517,1.631037942,0.177448672,22,0.454545455,0.83230805,0.41460037,0.347738458,0.723161711,-0.433736193,1.012587228,AS,23,151,0.285890595,1.520940302,0.187969636,22,0.363636364,0.881655743,0.387943181,0.324265562,0.674347152,-0.388456557,0.960237747,AS,23,151,0.289425517,1.631037942,0.177448672,22,0.454545455,0.83230805,0.41460037,0.347738458,0.723161711,-0.433736193,1.012587228,AS,23,151,0.169065924,0.811597997,0.208312397,22,0.363636364,0.97707175,0.339655905,0.173033274,0.359842393,-0.190776469,0.528908317,AS,23,151,0.33905863,1.527979536,0.221899981,22,0.363636364,1.04080317,0.309802149,0.325766332,0.677468173,-0.338409543,1.016526804,AS,23,151,0.232722666,1.645244496,0.141451722,22,0.5,0.663467384,0.514249415,0.350767305,0.729460544,-0.496737878,0.96218321,AS,23,151,0.303418718,1.224831761,0.247722772,22,0.318181818,1.161922792,0.258302937,0.261135009,0.54305998,-0.239641261,0.846478698,AS,23,151,0.386653176,1.935449614,0.199774344,22,0.409090909,0.937024729,0.359397987,0.412639244,0.858130285,-0.471477109,1.244783461,,,151,PO7 PO8,300-1000,22,480,10560,0.904,0.992,0.481,9.545,14,5,,0.552,0.967,0.135,,,,23,N/A,53,,,,,,,,,,,,,
152,23,N/A,,22,53,AS checkerboards,File Drawer,File Drawer,Makin ,,unpublished,S BW,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.500000,,S,23,152,-0.509333023,1.561207604,-0.326242981,22,0.772727273,-1.530215221,0.140888816,0.33285058,0.692200674,-1.201533697,0.18286765,S,23,152,-0.526579406,1.614099065,-0.326237353,22,0.772727273,-1.53018882,0.140895323,0.344127077,0.715651434,-1.242230839,0.189072028,S,23,152,-0.509333023,1.561207604,-0.326242981,22,0.772727273,-1.530215221,0.140888816,0.33285058,0.692200674,-1.201533697,0.18286765,S,23,152,-0.282687731,0.931280165,-0.303547462,22,0.636363636,-1.4237638,0.169204286,0.198549598,0.412906493,-0.695594224,0.130218763,S,23,152,-0.380649841,1.465482298,-0.259743732,22,0.681818182,-1.218306093,0.236618653,0.312441876,0.64975845,-1.030408291,0.269108609,S,23,152,-0.672508603,1.9506971,-0.344752962,22,0.681818182,-1.617034725,0.120794567,0.415890019,0.864890642,-1.537399245,0.192382039,S,23,152,-0.673769991,1.322567597,-0.509440873,22,0.727272727,-2.389489498,0.026330583,0.281972359,0.586393622,-1.260163613,-0.087376369,S,23,152,-0.447862444,1.607681894,-0.27857653,22,0.681818182,-1.306639748,0.20546454,0.342758931,0.712806219,-1.160668663,0.264943775,,,152,PO7 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,23,N/A,,22,53,AS checkerboards,File Drawer,File Drawer,Makin ,,unpublished,AS Col,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.500000,Assume AS = S,AS,23,153,-0.04223085,1.034212237,-0.040833834,22,0.5,-0.191527657,0.849951981,0.22049479,0.458544018,-0.500774868,0.416313167,AS,23,153,-0.145672179,1.098998875,-0.132549889,22,0.5,-0.621714089,0.540821275,0.234307347,0.487268803,-0.632940982,0.341596624,AS,23,153,-0.04223085,1.034212237,-0.040833834,22,0.5,-0.191527657,0.849951981,0.22049479,0.458544018,-0.500774868,0.416313167,AS,23,153,-0.181148928,1.006257988,-0.18002235,22,0.545454545,-0.844379669,0.40797407,0.214534924,0.446149798,-0.627298726,0.26500087,AS,23,153,-0.181632295,1.176949143,-0.154324676,22,0.5,-0.723846891,0.477146561,0.2509264,0.521830016,-0.703462311,0.340197722,AS,23,153,-0.10971224,1.359781368,-0.080683735,22,0.545454545,-0.378440263,0.708902304,0.289906362,0.602893284,-0.712605523,0.493181044,AS,23,153,-0.107529826,0.745901501,-0.144160893,22,0.545454545,-0.676174522,0.506309269,0.159026734,0.330714198,-0.438244025,0.223184372,AS,23,153,0.00264464,1.280257993,0.002065709,22,0.5,0.009689034,0.992360847,0.272951921,0.567634594,-0.564989954,0.570279235,,,153,PO7 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,23,N/A,,22,53,AS checkerboards,File Drawer,File Drawer,Makin ,,unpublished,S Col,Rand,PO7 PO8,300-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.500000,,S,23,154,-0.955230614,1.001917675,-0.953402298,22,0.863636364,-4.471853166,0.000210288,0.213609566,0.444225411,-1.399456025,-0.511005203,S,23,154,-0.95564584,0.837173131,-1.141515184,22,0.909090909,-5.354180808,2.60989E-05,0.178485911,0.371181772,-1.326827612,-0.584464068,S,23,154,-0.955230614,1.001917675,-0.953402298,22,0.863636364,-4.471853166,0.000210288,0.213609566,0.444225411,-1.399456025,-0.511005203,S,23,154,-0.616975981,0.459868507,-1.341635646,22,0.909090909,-6.292828976,3.06111E-06,0.098044295,0.203894274,-0.820870255,-0.413081708,S,23,154,-0.895425185,1.122452721,-0.797739779,22,0.863636364,-3.74173123,0.001202706,0.239307724,0.497667656,-1.393092841,-0.397757529,S,23,154,-1.015866861,1.146829409,-0.885804683,22,0.818181818,-4.154792244,0.000448758,0.244504852,0.508475674,-1.524342535,-0.507391186,S,23,154,-1.302685533,1.049091714,-1.241727026,22,0.909090909,-5.82421601,8.8157E-06,0.223667105,0.465141208,-1.767826741,-0.837544325,S,23,154,-0.913019668,1.255734743,-0.727080041,22,0.772727273,-3.410307683,0.00263354,0.267723547,0.556761594,-1.469781262,-0.356258074,,,154,PO7 PO8,300-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,24,N/A,48,48,54,Attentional Spotlight,File Drawer,File Drawer,Derpsch  ,Neuroimage,under review,Rand < Ref,Rand < Rand,P7 PO3 PO7 O1,250-350 and 500 to 1000,,PO7 O1,PO7,P1 P3 P5 P7 P9 PO7 PO3 O1,,1,0.875000,the task is to judge regularity,<,24,155,-1.23683545,1.139961506,-1.084980013,48,0.9375,-7.51696203,1.35102E-09,0.164539271,0.331010317,-1.567845767,-0.905825133,<,24,155,-1.596786407,1.409922835,-1.132534609,48,0.979166667,-7.846429937,4.32192E-10,0.203504832,0.409398915,-2.006185322,-1.187387491,<,24,155,-1.704033219,1.620780607,-1.05136575,48,0.875,-7.284075587,3.0353E-09,0.23393953,0.47062563,-2.174658849,-1.233407589,<,24,155,-0.948781054,0.893669458,-1.061668881,48,0.895833333,-7.355457771,2.36769E-09,0.128990076,0.259494561,-1.208275615,-0.689286493,<,24,155,,,,,,,,,,,,<,24,155,,,,,,,,,,,,<,24,155,-1.58573618,1.030061583,-1.539457646,48,0.958333333,-10.66567544,3.84076E-14,0.148676583,0.299098706,-1.884834885,-1.286637474,<,24,155,-0.658680516,1.434338775,-0.459222415,48,0.708333333,-3.181586217,0.002595604,0.20702897,0.416488566,-1.075169081,-0.24219195,,,155,P7 PO3 PO7 O1,250-350 and 500 to 1000,48,480,23040,0.773,0.996,0.525,7.625,20,2,,0.683,0.988,0.379,,,,24,N/A,54,,,,,,,,,,,,,
156,24,N/A,,48,54,Attentional Spotlight,File Drawer,File Drawer,Derpsch  ,Neuroimage,under review,Rand > Ref,Rand > Rand,P7 PO3 PO7 O1,250-350 and 500 to 1000,,PO7 O1,PO7,P1 P3 P5 P7 P9 PO7 PO3 O1,,1,0.875000,the task is to judge regularity,>,24,156,-1.360503431,1.019789383,-1.334102369,48,0.895833333,-9.242932342,3.81502E-12,0.147193919,0.296115969,-1.656619401,-1.064387462,>,24,156,-1.888161021,1.133858447,-1.665252859,48,0.958333333,-11.53721024,2.60308E-15,0.16365837,0.329238173,-2.217399194,-1.558922848,>,24,156,-2.089433203,1.281153722,-1.630899687,48,0.958333333,-11.29920448,5.37638E-15,0.184918612,0.372008263,-2.461441466,-1.717424941,>,24,156,-0.963389143,0.799310875,-1.205274661,48,0.895833333,-8.350387798,7.67848E-11,0.115370587,0.232095684,-1.195484828,-0.731293459,>,24,156,,,,,,,,,,,,>,24,156,,,,,,,,,,,,>,24,156,-2.086979196,1.296665232,-1.609497304,48,0.9375,-11.15092442,8.47903E-15,0.187157505,0.376512336,-2.463491532,-1.71046686,>,24,156,-0.664858241,1.271355338,-0.522952334,48,0.6875,-3.623120049,0.00071238,0.183504337,0.369163108,-1.03402135,-0.295695133,,,156,P7 PO3 PO7 O1,250-350 and 500 to 1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,24,N/A,,48,54,Attentional Spotlight,File Drawer,File Drawer,Derpsch  ,Neuroimage,under review,Ref < Rand,Rand < Rand,P8 PO4 PO8 O2,250-350 and 500 to 1000,,PO8 O2,PO8,P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.875000,the task is to judge regularity,<,24,157,-1.821459554,1.638283592,-1.111809679,48,0.9375,-7.702843407,7.09612E-10,0.236465868,0.475707967,-2.297167521,-1.345751587,<,24,157,-2.164464638,1.627046567,-1.330302821,48,0.958333333,-9.216608305,4.16321E-12,0.234843943,0.472445075,-2.636909713,-1.692019563,<,24,157,-2.46996905,1.955665519,-1.262981336,48,0.9375,-8.750191374,1.98113E-11,0.282276003,0.567866072,-3.037835123,-1.902102978,<,24,157,-1.332088056,1.317141232,-1.011347928,48,0.916666667,-7.006823981,7.98105E-09,0.190112961,0.382457946,-1.714546002,-0.949630109,<,24,157,,,,,,,,,,,,<,24,157,,,,,,,,,,,,<,24,157,-2.029514532,1.657963064,-1.224101173,48,0.958333333,-8.480821703,4.92718E-11,0.239306355,0.48142229,-2.510936822,-1.548092242,<,24,157,-1.352076767,2.020860757,-0.669059836,48,0.708333333,-4.635382518,2.85225E-05,0.291686126,0.586796796,-1.938873563,-0.765279971,,,157,P8 PO4 PO8 O2,250-350 and 500 to 1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,24,N/A,,48,54,Attentional Spotlight,File Drawer,File Drawer,Derpsch  ,Neuroimage,under review,Ref > Rand,Rand > Rand,P8 PO4 PO8 O2,250-350 and 500 to 1000,,PO8 O2,PO8,P2 P4 P6 P8 P10 PO8 PO4 O2,,1,0.875000,the task is to judge regularity,>,24,158,-1.316234086,1.691925757,-0.777950262,48,0.8125,-5.38979752,2.22682E-06,0.244208448,0.491284028,-1.807518114,-0.824950058,>,24,158,-1.59587138,1.806640494,-0.883336439,48,0.833333333,-6.119934368,1.77176E-07,0.260766094,0.524593716,-2.120465096,-1.071277665,>,24,158,-1.720133485,2.145625988,-0.80169307,48,0.791666667,-5.554292517,1.26375E-06,0.309694435,0.623024843,-2.343158328,-1.097108642,>,24,158,-1.072590221,1.382422434,-0.775877325,48,0.833333333,-5.375435792,2.3394E-06,0.199535491,0.401413632,-1.474003853,-0.671176589,>,24,158,,,,,,,,,,,,>,24,158,,,,,,,,,,,,>,24,158,-1.877289039,1.914303854,-0.980664085,48,0.875,-6.794240085,1.67751E-08,0.276305961,0.555855897,-2.433144935,-1.321433142,>,24,158,-0.633920922,1.981572055,-0.319908085,48,0.708333333,-2.216388228,0.03154185,0.28601529,0.575388546,-1.209309468,-0.058532375,,,158,P8 PO4 PO8 O2,250-350 and 500 to 1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,25,EX1 Color and Shape,24,24,55,Yiovi Memory,File Drawer,World,Derpsch  ,Psychophysiology,2021,Col Mem Symm,Col Mem Rand,PO7 O1 O2 PO8,250-450 and 450-750,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.875000,,Mem,25,159,-2.08268801,1.407880113,-1.479307783,24,0.958333333,-7.247098484,2.23887E-07,0.287382325,0.594495633,-2.677183643,-1.488192377,Mem,25,159,-2.082687981,1.407880045,-1.479307835,24,0.958333333,-7.247098735,2.23887E-07,0.287382311,0.594495604,-2.677183585,-1.488192377,Mem,25,159,-2.581309875,1.711555189,-1.508166311,24,0.958333333,-7.388475818,1.63222E-07,0.34936974,0.722726371,-3.304036246,-1.858583504,Mem,25,159,-1.163649958,0.957423775,-1.215396973,24,0.916666667,-5.954204835,4.52791E-06,0.19543331,0.404284604,-1.567934561,-0.759365354,Mem,25,159,-1.738356999,1.338872319,-1.298373993,24,0.958333333,-6.360707557,1.72155E-06,0.273296168,0.565356197,-2.303713196,-1.173000802,Mem,25,159,-2.427019026,1.628818725,-1.490048579,24,0.958333333,-7.299717419,1.98982E-07,0.33248123,0.687789827,-3.114808853,-1.7392292,Mem,25,159,-2.987391757,1.371171456,-2.178714956,24,1,-10.67347987,2.20409E-10,0.279889201,0.578994926,-3.566386684,-2.408396831,Mem,25,159,,,,,,,,,,,,,,159,PO7 O1 O2 PO8,250-450 and 450-750,24,480,11520,0.952,1.000,0.700,4.406,21,0,,0.716,1.000,0.058,,,,25,EX1 Color and Shape,55,,,,,,,,,,,,,
160,25,EX1 Color and Shape,,24,55,Yiovi Memory,File Drawer,World,Derpsch  ,Psychophysiology,2021,Col Passive Symm,Col Passive Rand,PO7 O1 O2 PO8,250-450 and 450-750,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.875000,,Passive,25,160,-1.587231851,1.403827957,-1.130645563,24,0.833333333,-5.539009419,1.23758E-05,0.286555182,0.592784558,-2.180016409,-0.994447293,Passive,25,160,-1.587231901,1.40382799,-1.130645572,24,0.833333333,-5.539009463,1.23758E-05,0.286555189,0.592784572,-2.180016473,-0.99444733,Passive,25,160,-1.95923522,1.492914808,-1.312355675,24,0.875,-6.429203527,1.46541E-06,0.304739959,0.630402635,-2.589637855,-1.328832584,Passive,25,160,-0.962136583,1.010130788,-0.952487138,24,0.875,-4.666214949,0.000106951,0.206192084,0.426540823,-1.388677406,-0.53559576,Passive,25,160,-1.182302027,1.329585476,-0.889226039,24,0.833333333,-4.356300125,0.000231655,0.271400499,0.561434707,-1.743736734,-0.620867319,Passive,25,160,-1.992161866,1.756878886,-1.133921002,24,0.875,-5.555055725,1.19005E-05,0.358621401,0.74186489,-2.734026757,-1.250296976,Passive,25,160,-1.907830772,1.463061506,-1.303999021,24,0.916666667,-6.388264453,1.61341E-06,0.298646179,0.617796692,-2.525627464,-1.29003408,Passive,25,160,,,,,,,,,,,,,,160,PO7 O1 O2 PO8,250-450 and 450-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,25,EX1 Color and Shape,,24,55,Yiovi Memory,File Drawer,World,Derpsch  ,Psychophysiology,2021,Shape Mem Symm,Shape Mem Rand,PO7 O1 O2 PO8,250-450 and 450-750,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.875000,,Mem,25,161,-1.89525608,1.822323444,-1.040021784,24,0.833333333,-5.095045385,3.68613E-05,0.371980215,0.769499703,-2.664755783,-1.125756376,Mem,25,161,-1.895256099,1.822323447,-1.040021793,24,0.833333333,-5.095045429,3.68613E-05,0.371980216,0.769499705,-2.664755804,-1.125756394,Mem,25,161,-2.133133764,1.991796028,-1.070959944,24,0.875,-5.246610798,2.53546E-05,0.406573662,0.8410617,-2.974195464,-1.292072064,Mem,25,161,-1.224266855,1.238667902,-0.988373763,24,0.791666667,-4.84202279,6.90444E-05,0.252842027,0.523043583,-1.747310438,-0.701223273,Mem,25,161,-1.635087763,1.749787376,-0.9344494,24,0.833333333,-4.577848439,0.000133306,0.357173852,0.738870408,-2.373958171,-0.896217354,Mem,25,161,-2.155424591,2.355841403,-0.914927714,24,0.875,-4.482212104,0.000169214,0.480884113,0.99478458,-3.15020917,-1.160640011,Mem,25,161,-2.834575088,1.973884828,-1.436038743,24,0.916666667,-7.035124344,3.61364E-07,0.402917553,0.833498463,-3.668073551,-2.001076625,Mem,25,161,,,,,,,,,,,,,,161,PO7 O1 O2 PO8,250-450 and 450-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,25,EX1 Color and Shape,,24,55,Yiovi Memory,File Drawer,World,Derpsch  ,Psychophysiology,2021,Shape Passive Symm,Shape Passive Rand,PO7 O1 O2 PO8,250-450 and 450-750,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.875000,,Passive,25,162,-1.312920124,1.410225216,-0.931000318,24,0.75,-4.560951457,0.000139042,0.287861017,0.595485883,-1.908406008,-0.717434241,Passive,25,162,-1.312920094,1.410225186,-0.931000316,24,0.75,-4.56095145,0.000139042,0.287861011,0.59548587,-1.908405964,-0.717434224,Passive,25,162,-1.730415402,1.42066088,-1.218035511,24,0.875,-5.967130983,4.38957E-06,0.289991188,0.599892478,-2.33030788,-1.130522924,Passive,25,162,-0.903498516,0.921168036,-0.980818353,24,0.791666667,-4.805008992,7.57016E-05,0.188032638,0.388975147,-1.292473663,-0.514523369,Passive,25,162,-1.131733177,1.507048774,-0.750959887,24,0.791666667,-3.678937082,0.001244105,0.307625043,0.636370886,-1.768104063,-0.495362291,Passive,25,162,-1.49410691,1.863990078,-0.801563768,24,0.75,-3.926844454,0.000674504,0.380485381,0.78709398,-2.28120089,-0.70701293,Passive,25,162,-1.640489239,1.636536942,-1.002415037,24,0.875,-4.910810702,5.81965E-05,0.334056704,0.691048944,-2.331538183,-0.949440295,Passive,25,162,,,,,,,,,,,,,,162,PO7 O1 O2 PO8,250-450 and 450-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,25,EX2 Symm probe Symm,24,24,56,Yiovi Memory,File Drawer,World,Derpsch  ,Psychophysiology,2021,Mem Symm,Mem Rand,PO7 O1 O2 PO8,250-450 and 450-750,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.875000,,Mem,25,163,-2.847637173,1.848767371,-1.54028961,24,0.958333333,-7.545847202,1.15173E-07,0.377378059,0.780665994,-3.628303168,-2.066971179,Mem,25,163,-2.847637173,1.848767371,-1.54028961,24,0.958333333,-7.545847202,1.15173E-07,0.377378059,0.780665994,-3.628303168,-2.066971179,Mem,25,163,-3.392280875,2.16203741,-1.569020434,24,1,-7.686598917,8.4552E-08,0.441324038,0.91294833,-4.305229205,-2.479332545,Mem,25,163,-1.730032836,1.138242276,-1.519916165,24,0.958333333,-7.446038113,1.43623E-07,0.232342732,0.48063756,-2.210670396,-1.249395276,Mem,25,163,-2.413548836,1.509894281,-1.598488627,24,0.958333333,-7.830962992,6.1751E-08,0.308205879,0.637572438,-3.051121274,-1.775976398,Mem,25,163,-3.281725699,2.360271494,-1.390401785,24,0.958333333,-6.811549823,6.02514E-07,0.481788401,0.996655243,-4.278380941,-2.285070456,Mem,25,163,-3.333312416,1.881626098,-1.771506263,24,1,-8.678572839,1.03198E-08,0.384085319,0.794541018,-4.127853434,-2.538771398,Mem,25,163,,,,,,,,,,,,,,163,PO7 O1 O2 PO8,250-450 and 450-750,24,240,5760,0.976,1.050,0.908,6.625,14,2,,0.804,1.000,0.450,,,,25,EX2 Symm probe Symm,56,,,,,,,,,,,,,
164,25,EX2 Symm probe Symm,,24,56,Yiovi Memory,File Drawer,World,Derpsch  ,Psychophysiology,2021,Passive Symm,Passive Rand,PO7 O1 O2 PO8,250-450 and 450-750,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.875000,,Passive,25,164,-1.644549734,1.168968391,-1.406838496,24,0.916666667,-6.892072932,5.00823E-07,0.238614674,0.493612061,-2.138161794,-1.150937673,Passive,25,164,-1.644549734,1.168968391,-1.406838496,24,0.916666667,-6.892072932,5.00823E-07,0.238614674,0.493612061,-2.138161794,-1.150937673,Passive,25,164,-1.986400789,1.317335557,-1.50789279,24,1,-7.387135845,1.6371E-07,0.268899995,0.55626202,-2.542662809,-1.430138768,Passive,25,164,-1.088220349,0.725307135,-1.500357981,24,1,-7.350222972,1.77747E-07,0.148052699,0.306270342,-1.394490692,-0.781950007,Passive,25,164,-1.34522868,1.538519856,-0.874365498,24,0.875,-4.283498636,0.000277772,0.314049051,0.649659959,-1.994888638,-0.695568721,Passive,25,164,-1.943870623,1.328375462,-1.463344272,24,0.958333333,-7.168893568,2.66957E-07,0.271153506,0.560923763,-2.504794386,-1.38294686,Passive,25,164,-2.034898287,1.357769027,-1.498707252,24,0.958333333,-7.342136084,1.80984E-07,0.277153442,0.573335577,-2.608233864,-1.46156271,Passive,25,164,,,,,,,,,,,,,,164,PO7 O1 O2 PO8,250-450 and 450-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,26,N/A,13,13,57,Yiovi Alcohol,File Drawer,File Drawer,Derpsch  ,,unpublished,Alc symm,Alc rand,PO7 O1 O2 PO8,200-400 and 400-1000,,PO7 O1 O2 PO8,PO7 PO8,P1 P3 P5 P7 P9 PO7 PO3 O1 P2 P4 P6 P8 P10 PO8 PO4 O2,,0,0.875000,,Alc,26,165,-1.731023275,0.857860117,-2.017838621,13,1,-7.275420613,9.79994E-06,0.237927588,0.51839968,-2.249422955,-1.212623595,Alc,26,165,-1.731023275,0.857860117,-2.017838621,13,1,-7.275420613,9.79994E-06,0.237927588,0.51839968,-2.249422955,-1.212623595,Alc,26,165,-1.906447561,1.473688304,-1.293657251,13,1,-4.664347552,0.000546781,0.408727596,0.890540929,-2.79698849,-1.015906631,Alc,26,165,-0.93139551,0.555752088,-1.675919047,13,0.923076923,-6.042612057,5.82399E-05,0.154137896,0.335837626,-1.267233136,-0.595557884,Alc,26,165,-1.652927832,1.377093925,-1.200301448,13,1,-4.327748417,0.000982599,0.381937135,0.83216953,-2.485097362,-0.820758302,Alc,26,165,-1.809118616,0.706086925,-2.562175492,13,1,-9.238055113,8.37343E-07,0.195833278,0.426684059,-2.235802674,-1.382434557,Alc,26,165,-2.178384619,0.899319476,-2.422258916,13,1,-8.733578723,1.51468E-06,0.249426345,0.54345332,-2.721837939,-1.634931298,Alc,26,165,-1.524240557,1.067096565,-1.428399835,13,1,-5.150168847,0.000240918,0.295959337,0.64484,-2.169080557,-0.879400557,,,165,PO7 O1 O2 PO8,200-400 and 400-1000,13,384,4992,0.973,0.995,0.875,6.962,15,2,,0.735,0.984,0.208,,,,26,N/A,57,,,,,,,,,,,,,
